thread_title,username,domain,crawl_type,author_signature,join_date,lastactive,totalposts,FetchTime,groups,reputation,credits,awards,rank,activetime,contactinfo,reference_url
"Roku, Mods Please read entire post before deleting - Password Cracker",Ivy74,www.bleepingcomputer.com,keepup,"

***Note***
My job has blocked Europe by the firewall which means I can't access this site from the office anymore. So I will barely be here if at all. In case you cared.  :smash:
",1410892200000,1475093040000,219,1541654848000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""10"", ""dayofweek"": ""4"", ""hour"": ""1"", ""count"": ""219"" }][ { ""year"": ""2014"",""month"": ""10"", ""dayofweek"": ""1"", ""hour"": ""7"", ""count"": ""219"" }][ { ""year"": ""2014"",""month"": ""9"", ""dayofweek"": ""0"", ""hour"": ""4"", ""count"": ""219"" }][ { ""year"": ""2014"",""month"": ""9"", ""dayofweek"": ""0"", ""hour"": ""4"", ""count"": ""219"" }][ { ""year"": ""2014"",""month"": ""10"", ""dayofweek"": ""4"", ""hour"": ""2"", ""count"": ""219"" }]", ,https://www.bleepingcomputer.com/forums/u/912616/ivy74/
Roku,TNF,www.bleepingcomputer.com,keepup,,1290277800000,1538524440000,103,1541654848000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""10"", ""dayofweek"": ""4"", ""hour"": ""2"", ""count"": ""103"" }][ { ""year"": ""2014"",""month"": ""10"", ""dayofweek"": ""4"", ""hour"": ""2"", ""count"": ""103"" }]", ,https://www.bleepingcomputer.com/forums/u/605439/tnf/
turning GB size photo into KB sized photo,saluqi,www.bleepingcomputer.com,keepup,,1352658600000,1541348940000,650,1541654849000,Members, , , , ,"[ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""0"", ""count"": ""650"" }]", ,https://www.bleepingcomputer.com/forums/u/805118/saluqi/
turning GB size photo into KB sized photo,Martel,www.bleepingcomputer.com,keepup,,1168021800000,1538706180000,1469,1541654849000,Members, , , , ,"[ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""6"", ""hour"": ""21"", ""count"": ""1469"" }][ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""1"", ""count"": ""1469"" }]", ,https://www.bleepingcomputer.com/forums/u/104807/martel/
turning GB size photo into KB sized photo,Platypus,www.bleepingcomputer.com,keepup,"

Top 5 things that never get done:1.
",1138473000000,1541634900000,15380,1541654849000,Global Moderator, , , , ,"[ { ""year"": ""2010"",""month"": ""8"", ""dayofweek"": ""1"", ""hour"": ""0"", ""count"": ""15380"" }][ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""6"", ""hour"": ""22"", ""count"": ""15380"" }][ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""0"", ""count"": ""15380"" }]", ,https://www.bleepingcomputer.com/forums/u/52817/platypus/
turning GB size photo into KB sized photo,fEsTiDiOuS,www.bleepingcomputer.com,keepup,,1484505000000,1484549220000,3,1541654851000,Members, , , , ,"[ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""6"", ""hour"": ""20"", ""count"": ""3"" }][ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""1"", ""count"": ""3"" }][ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""6"", ""count"": ""3"" }]", ,https://www.bleepingcomputer.com/forums/u/1034508/festidious/
turning GB size photo into KB sized photo,denako,www.bleepingcomputer.com,keepup,"

http://randomforumtitle.com - Unofficial Deadmau5 Forums
",1285093800000,1295124960000,31,1541654851000,Members, , , , ,"[ { ""year"": ""2010"",""month"": ""9"", ""dayofweek"": ""1"", ""hour"": ""20"", ""count"": ""31"" }]", ,https://www.bleepingcomputer.com/forums/u/575306/denako/
turning GB size photo into KB sized photo,Torvald,www.bleepingcomputer.com,keepup,"

Google is my friend. Make Google your friend too.
",1267641000000,1539373740000,366,1541654852000,Members, , , , ,"[ { ""year"": ""2010"",""month"": ""8"", ""dayofweek"": ""1"", ""hour"": ""2"", ""count"": ""366"" }]", ,https://www.bleepingcomputer.com/forums/u/463973/torvald/
In Which Way IT Support in our Business?,dannyboy950,www.bleepingcomputer.com,keepup,"

HP 15-f009wm notebook AMD-E1-2100 APV 1Ghz Processor 8 GB memory 500 GB Hdd
Linux Mint 17.3 Rosa Cinamon
",1441305000000,1482847980000,1338,1541654852000,Members, , , , ,"[ { ""year"": ""2016"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""6"", ""count"": ""1338"" }]", ,https://www.bleepingcomputer.com/forums/u/968558/dannyboy950/
"of proxies and Tor., In Which Way IT Support in our Business?",packetanalyzer,www.bleepingcomputer.com,keepup,,1438885800000,0,954,1541654852000,Members, , , , ,"[ { ""year"": ""2016"",""month"": ""1"", ""dayofweek"": ""5"", ""hour"": ""19"", ""count"": ""954"" }][ { ""year"": ""2016"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""22"", ""count"": ""954"" }][ { ""year"": ""2016"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""23"", ""count"": ""954"" }]", ,https://www.bleepingcomputer.com/forums/u/964693/packetanalyzer/
xfinity bridge mode to sonicwall firewall help,odel2411,www.bleepingcomputer.com,keepup,,1538159400000,1538164560000,1,1541654852000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""9"", ""dayofweek"": ""5"", ""hour"": ""7"", ""count"": ""1"" }]", ,https://www.bleepingcomputer.com/forums/u/1104117/odel2411/
Virus stopping internet access,dan_robertson19,www.bleepingcomputer.com,keepup,,1523471400000,1523843160000,1,1541654855000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""4"", ""dayofweek"": ""3"", ""hour"": ""2"", ""count"": ""1"" }]", ,https://www.bleepingcomputer.com/forums/u/1091433/dan-robertson19/
